gender,pf_o_att,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,imprace,go_out,sports,tvsports,exercise,art,hiking,reading,theater,movies,yoga,exphappy,expnum,attr1_1,fun1_1,sinc,intel,fun,amb,shar,match_es,satis_2,length,race_o_1.0,race_o_2.0,race_o_3.0,race_o_4.0,race_o_6.0,field_cd_1.0,field_cd_2.0,field_cd_3.0,field_cd_4.0,field_cd_5.0,field_cd_6.0,field_cd_7.0,field_cd_8.0,field_cd_9.0,field_cd_10.0,field_cd_11.0,field_cd_13.0,field_cd_14.0,field_cd_15.0,race_1.0,race_2.0,race_3.0,race_4.0,race_6.0,goal_1.0,goal_2.0,goal_3.0,goal_4.0,goal_5.0,goal_6.0,career_c_1.0,career_c_2.0,career_c_3.0,career_c_4.0,career_c_5.0,career_c_6.0,career_c_7.0,career_c_9.0,career_c_10.0,career_c_11.0,age_difference,attractiveness_difference,sincerity_difference,intelligence_difference,fun_difference,ambition_difference,shared_interest_difference
False,35,20,0,5,0.9364928007767633,-0.09816476437688745,-0.8779668466607364,1.3353004653592147,0.12618265026224212,-0.679271260295954,2,1,3,2,7,6,3,10,9,8,1,4,5,45,20,7,8,4,6,3,3,5,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2195255470341527,0.4544496653401953,-1.2087540368524328,0.28225615700677464,1.8560324826863293,-0.6211322638349497,-0.668031357794288
False,60,40,0,0,0.42335109476579397,-0.6728848174513556,1.7029476239791401,-0.20449774974165263,-0.431979041341276,-0.2143256215084129,2,1,3,2,7,6,3,10,9,8,1,4,5,45,20,5,6,6,9,6,3,5,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.545737862226088,-0.6923513274972014,-0.5445616501042408,1.76718054218904,-1.2018295758258368,0.6563554264582155,-0.668031357794288
False,19,18,14,12,1.962776212798702,1.6259953948465171,1.7029476239791401,1.8485665370595037,1.8006677250727965,2.1104025724292925,2,1,3,2,7,6,3,10,9,8,1,4,5,45,20,8,9,6,3,4,3,5,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.545737862226088,1.601250658177592,0.11963073664395105,-0.46020603558435813,1.244460070983896,3.211330807044546,2.30202102789906
False,30,40,5,5,1.4496345067877325,1.051275341772049,1.057719006319171,1.3353004653592147,1.2425060334692783,1.6454569336417515,2,1,3,2,7,6,3,10,9,8,1,4,5,45,20,9,7,6,5,7,3,5,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.8719501774180232,-0.11895083107850307,-1.2087540368524328,0.28225615700677464,0.6328876592814628,1.2950992716047984,-0.07402088065561839
False,30,10,10,20,1.962776212798702,1.6259953948465171,1.7029476239791401,1.8485665370595037,0.12618265026224212,1.1805112948542105,2,1,3,2,7,6,3,10,9,8,1,4,5,45,20,8,7,9,7,8,3,5,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.1981624926099586,1.0278501617588938,0.11963073664395105,1.0247183495979073,-0.5902571641234036,-1.2598761089815322,-1.2620418349329576
False,50,10,0,10,0.42335109476579397,0.47655528869758074,-0.23273822900076732,-0.7177638214419417,0.12618265026224212,0.7155656560666693,2,1,3,2,7,6,3,10,9,8,1,4,5,45,20,7,8,3,6,2,3,5,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.8719501774180232,-0.6923513274972014,-0.5445616501042408,-0.46020603558435813,0.0213152475790296,-0.6211322638349497,1.7080105507603904
False,35,10,5,10,-0.6029323172561447,-2.3970449766747604,-2.1684240819806746,-1.7442959648425198,-0.9901407329447941,-1.144216899083495,2,1,3,2,7,6,3,10,9,8,1,4,5,45,20,5,9,6,7,9,3,5,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7591113985416531,-0.11895083107850307,0.11963073664395105,2.509642734780173,0.6328876592814628,0.017611581311632932,2.30202102789906
False,33,11,11,22,0.42335109476579397,-0.09816476437688745,-0.23273822900076732,0.30876832195863646,0.12618265026224212,-0.2143256215084129,2,1,3,2,7,6,3,10,9,8,1,4,5,45,20,8,7,5,9,5,3,5,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.2195255470341527,-0.11895083107850307,-0.5445616501042408,-1.2026682281754908,0.0213152475790296,0.017611581311632932,-1.2620418349329576
False,50,10,0,15,0.9364928007767633,-0.6728848174513556,1.057719006319171,1.3353004653592147,0.6843443418657602,0.7155656560666693,2,1,3,2,7,6,3,10,9,8,1,4,5,45,20,6,8,9,4,5,3,5,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.10668676815778255,-0.6923513274972014,-1.2087540368524328,-0.46020603558435813,-1.2018295758258368,1.2950992716047984,-0.07402088065561839
False,100,0,0,0,-0.08979061124517539,-1.2476048705258238,-0.23273822900076732,0.30876832195863646,1.2425060334692783,0.7155656560666693,2,1,3,2,7,6,3,10,9,8,1,4,5,45,20,7,8,7,9,8,3,5,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.1981624926099586,-1.2657518239158998,0.11963073664395105,-0.46020603558435813,-1.2018295758258368,-1.2598761089815322,-0.668031357794288
False,35,20,0,5,0.42335109476579397,0.47655528869758074,-0.8779668466607364,-0.7177638214419417,0.6843443418657602,-0.679271260295954,8,1,3,8,7,5,8,7,7,7,7,4,2,35,10,9,10,7,8,9,5,3,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.545737862226088,-1.2657518239158998,-0.5445616501042408,1.76718054218904,0.0213152475790296,-1.2598761089815322,1.7080105507603904
False,60,40,0,0,-0.08979061124517539,-0.09816476437688745,1.7029476239791401,-0.20449774974165263,-0.431979041341276,-0.2143256215084129,8,1,3,8,7,5,8,7,7,7,7,4,2,35,10,7,9,8,9,7,2,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.2195255470341527,0.4544496653401953,-1.2087540368524328,-0.46020603558435813,0.0213152475790296,0.6563554264582155,-0.07402088065561839
False,19,18,14,12,1.962776212798702,1.6259953948465171,1.7029476239791401,1.8485665370595037,1.8006677250727965,2.1104025724292925,8,1,3,8,7,5,8,7,7,7,7,4,2,35,10,9,9,7,9,7,5,6,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.2195255470341527,0.4544496653401953,-0.5445616501042408,-0.46020603558435813,0.6328876592814628,-0.6211322638349497,0.5199895964830512
False,30,40,5,5,0.42335109476579397,1.051275341772049,0.41249038865920185,0.8220343936589255,0.6843443418657602,1.1805112948542105,8,1,3,8,7,5,8,7,7,7,7,4,2,35,10,7,9,7,9,7,1,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.545737862226088,-0.11895083107850307,0.11963073664395105,-0.46020603558435813,-0.5902571641234036,-0.6211322638349497,-0.668031357794288
False,30,10,10,20,-0.08979061124517539,1.6259953948465171,0.41249038865920185,-0.20449774974165263,0.12618265026224212,1.6454569336417515,8,1,3,8,7,5,8,7,7,7,7,4,2,35,10,10,10,10,10,10,4,7,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.8719501774180232,0.4544496653401953,-1.2087540368524328,0.28225615700677464,1.244460070983896,0.6563554264582155,-0.668031357794288
False,50,10,0,10,0.42335109476579397,-0.6728848174513556,-0.8779668466607364,-0.20449774974165263,-0.431979041341276,0.2506200172791282,8,1,3,8,7,5,8,7,7,7,7,4,2,35,10,10,10,7,9,9,2,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-1.1981624926099586,-0.6923513274972014,1.4480155101403347,1.76718054218904,-0.5902571641234036,0.6563554264582155,0.5199895964830512
False,35,10,5,10,-0.08979061124517539,-2.3970449766747604,-1.5231954643207055,-1.2310298931422308,-0.9901407329447941,-0.679271260295954,8,1,3,8,7,5,8,7,7,7,7,4,2,35,10,9,10,7,7,9,5,5,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.43289908334971783,-0.11895083107850307,2.7764002836367183,2.509642734780173,0.6328876592814628,0.017611581311632932,1.7080105507603904
False,33,11,11,22,-1.116074023267114,-1.2476048705258238,-0.8779668466607364,-1.2310298931422308,-0.431979041341276,-0.679271260295954,8,1,3,8,7,5,8,7,7,7,7,4,2,35,10,9,9,8,9,7,2,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.545737862226088,0.4544496653401953,1.4480155101403347,1.0247183495979073,1.244460070983896,0.6563554264582155,0.5199895964830512
False,50,10,0,15,0.42335109476579397,-0.09816476437688745,-0.8779668466607364,0.8220343936589255,0.12618265026224212,0.7155656560666693,8,1,3,8,7,5,8,7,7,7,7,4,2,35,10,9,9,9,9,9,4,5,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.2195255470341527,-0.11895083107850307,0.11963073664395105,1.0247183495979073,-0.5902571641234036,0.017611581311632932,-0.07402088065561839
False,100,0,0,0,-0.6029323172561447,-0.6728848174513556,0.41249038865920185,-0.7177638214419417,0.6843443418657602,0.2506200172791282,8,1,3,8,7,5,8,7,7,7,7,4,2,35,10,7,9,7,9,7,6,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.8719501774180232,0.4544496653401953,-0.5445616501042408,-0.46020603558435813,0.0213152475790296,-0.6211322638349497,-0.668031357794288
False,35,20,0,5,-0.08979061124517539,-0.09816476437688745,0.41249038865920185,0.30876832195863646,0.12618265026224212,-0.2143256215084129,1,1,1,1,6,7,7,7,9,7,8,1,2,20,20,10,8,5,8,7,2,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.10668676815778255,-0.11895083107850307,0.783823123392143,-1.2026682281754908,0.0213152475790296,-0.6211322638349497,-0.07402088065561839
False,60,40,0,0,-0.08979061124517539,-1.2476048705258238,1.7029476239791401,-0.20449774974165263,-0.431979041341276,-0.2143256215084129,1,1,1,1,6,7,7,7,9,7,8,1,2,20,20,7,8,10,7,8,2,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.8719501774180232,-0.11895083107850307,0.11963073664395105,0.28225615700677464,1.244460070983896,-0.6211322638349497,0.5199895964830512
False,19,18,14,12,1.962776212798702,1.6259953948465171,1.7029476239791401,1.8485665370595037,1.8006677250727965,2.1104025724292925,1,1,1,1,6,7,7,7,9,7,8,1,2,20,20,7,8,8,6,7,2,4,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.8719501774180232,2.1746511545962903,0.783823123392143,0.28225615700677464,0.0213152475790296,1.2950992716047984,0.5199895964830512
False,30,40,5,5,0.42335109476579397,-0.09816476437688745,-0.23273822900076732,1.3353004653592147,1.2425060334692783,1.6454569336417515,1,1,1,1,6,7,7,7,9,7,8,1,2,20,20,10,7,10,7,10,2,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.1981624926099586,-0.6923513274972014,0.783823123392143,-1.2026682281754908,-0.5902571641234036,0.017611581311632932,-0.668031357794288
False,30,10,10,20,0.9364928007767633,0.47655528869758074,1.057719006319171,0.8220343936589255,0.6843443418657602,1.6454569336417515,1,1,1,1,6,7,7,7,9,7,8,1,2,20,20,9,8,9,8,9,2,4,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.8719501774180232,-0.11895083107850307,-0.5445616501042408,-0.46020603558435813,-0.5902571641234036,-1.2598761089815322,-1.2620418349329576
False,50,10,0,10,-0.08979061124517539,-0.6728848174513556,-0.23273822900076732,0.30876832195863646,0.6843443418657602,0.7155656560666693,1,1,1,1,6,7,7,7,9,7,8,1,2,20,20,10,8,4,8,2,2,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.545737862226088,-0.6923513274972014,1.4480155101403347,-0.46020603558435813,0.6328876592814628,-1.2598761089815322,1.7080105507603904
False,35,10,5,10,0.42335109476579397,-0.6728848174513556,-2.813652699640644,-0.7177638214419417,-0.431979041341276,-0.2143256215084129,1,1,1,1,6,7,7,7,9,7,8,1,2,20,20,10,10,7,10,5,2,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0853237137335883,-1.2657518239158998,1.4480155101403347,3.9945671199624386,0.0213152475790296,1.2950992716047984,-1.2620418349329576
False,33,11,11,22,-0.08979061124517539,-0.09816476437688745,0.41249038865920185,-0.20449774974165263,-0.431979041341276,-0.2143256215084129,1,1,1,1,6,7,7,7,9,7,8,1,2,20,20,9,9,5,9,7,2,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.10668676815778255,-0.6923513274972014,0.11963073664395105,-0.46020603558435813,-0.5902571641234036,0.6563554264582155,-0.07402088065561839
False,50,10,0,15,0.42335109476579397,-0.09816476437688745,-0.23273822900076732,1.8485665370595037,1.2425060334692783,2.1104025724292925,1,1,1,1,6,7,7,7,9,7,8,1,2,20,20,8,10,10,7,8,2,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.43289908334971783,-0.11895083107850307,-0.5445616501042408,1.0247183495979073,-1.2018295758258368,0.017611581311632932,-0.07402088065561839
False,100,0,0,0,0.42335109476579397,0.47655528869758074,0.41249038865920185,0.30876832195863646,0.6843443418657602,0.7155656560666693,1,1,1,1,6,7,7,7,9,7,8,1,2,20,20,9,10,10,8,8,2,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.8719501774180232,-0.6923513274972014,-0.5445616501042408,0.28225615700677464,0.6328876592814628,-1.2598761089815322,-0.668031357794288
False,35,20,0,5,-0.08979061124517539,0.47655528869758074,0.41249038865920185,0.8220343936589255,0.12618265026224212,0.2506200172791282,8,1,7,4,7,8,6,6,6,6,3,7,10,20,25,8,8,2,2,2,7,7,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7591113985416531,-0.6923513274972014,-1.2087540368524328,-1.2026682281754908,2.4676048943887623,1.933843116751381,1.1140000736217208
False,60,40,0,0,-0.08979061124517539,-0.09816476437688745,1.7029476239791401,0.30876832195863646,-0.431979041341276,-0.2143256215084129,8,1,7,4,7,8,6,6,6,6,3,7,10,20,25,6,6,5,5,5,0,7,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.8719501774180232,-0.11895083107850307,-0.5445616501042408,1.76718054218904,0.0213152475790296,-0.6211322638349497,-1.2620418349329576
False,19,18,14,12,1.962776212798702,1.6259953948465171,1.7029476239791401,1.8485665370595037,1.8006677250727965,2.1104025724292925,8,1,7,4,7,8,6,6,6,6,3,7,10,20,25,6,8,8,6,5,5,7,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.8719501774180232,2.1746511545962903,1.4480155101403347,0.28225615700677464,0.0213152475790296,1.2950992716047984,1.7080105507603904
False,30,40,5,5,-0.08979061124517539,0.47655528869758074,-0.8779668466607364,0.8220343936589255,1.8006677250727965,2.1104025724292925,8,1,7,4,7,8,6,6,6,6,3,7,10,20,25,5,5,7,7,9,3,7,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.545737862226088,-0.11895083107850307,0.783823123392143,-0.46020603558435813,-0.5902571641234036,0.6563554264582155,-0.668031357794288
False,30,10,10,20,-0.6029323172561447,1.051275341772049,1.057719006319171,0.30876832195863646,1.2425060334692783,-0.2143256215084129,8,1,7,4,7,8,6,6,6,6,3,7,10,20,25,7,7,5,4,8,7,7,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.2195255470341527,-0.6923513274972014,0.11963073664395105,0.28225615700677464,0.0213152475790296,1.933843116751381,0.5199895964830512
False,50,10,0,10,-0.6029323172561447,0.47655528869758074,-0.23273822900076732,0.30876832195863646,0.12618265026224212,0.7155656560666693,8,1,7,4,7,8,6,6,6,6,3,7,10,20,25,6,7,5,7,8,4,7,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.10668676815778255,-1.2657518239158998,0.11963073664395105,-1.2026682281754908,0.0213152475790296,-1.2598761089815322,-0.668031357794288
False,35,10,5,10,-2.142357435289053,-2.3970449766747604,-2.1684240819806746,-1.2310298931422308,-0.9901407329447941,-1.144216899083495,8,1,7,4,7,8,6,6,6,6,3,7,10,20,25,6,8,5,5,6,5,7,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.7377483441174586,1.0278501617588938,0.783823123392143,1.76718054218904,-0.5902571641234036,-1.2598761089815322,0.5199895964830512
False,33,11,11,22,-0.6029323172561447,-1.2476048705258238,-0.8779668466607364,-0.7177638214419417,-0.9901407329447941,-0.2143256215084129,8,1,7,4,7,8,6,6,6,6,3,7,10,20,25,5,7,6,7,5,5,7,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7591113985416531,-1.2657518239158998,-1.2087540368524328,-0.46020603558435813,-0.5902571641234036,0.017611581311632932,-1.2620418349329576
False,50,10,0,15,-0.6029323172561447,1.051275341772049,1.057719006319171,1.3353004653592147,1.2425060334692783,0.2506200172791282,8,1,7,4,7,8,6,6,6,6,3,7,10,20,25,5,7,8,7,9,3,7,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0853237137335883,-0.11895083107850307,1.4480155101403347,0.28225615700677464,-0.5902571641234036,0.017611581311632932,0.5199895964830512
False,100,0,0,0,-1.6292157292780833,1.6259953948465171,-0.23273822900076732,0.30876832195863646,1.8006677250727965,-0.2143256215084129,8,1,7,4,7,8,6,6,6,6,3,7,10,20,25,6,7,9,6,5,3,7,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.2195255470341527,2.1746511545962903,1.4480155101403347,-1.2026682281754908,0.0213152475790296,1.2950992716047984,-1.2620418349329576
